Organisation Name,Published Date,Title,Awarded Value
MINISTRY OF DEFENCE,2018-09-05T13:46:29Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0045 - Supply of F-76 to Loch Striven - October 2018,0.0
Leeds City Council,2015-12-11T10:07:26Z,Gas Fuelled Domestic Heating - Lot 1 - South,13320000.0
Aberdeen Heat and Power Company Ltd,2018-09-23T09:37:13Z,Aberdeen Heat and Power Framework for the supply of Electricity and Gas and Sale of Exported Electricity,13200000.0
MINISTRY OF DEFENCE,2019-04-03T13:32:20Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0062 - Supply and Delivery of F-35 (DDP) into the CLH-PS May 2019.,0.0
Cumbria Housing Partners,2018-10-08T10:19:58Z,Reactive Maintenance Castles and Coasts HA and Eden HA,11385874.12
MINISTRY OF DEFENCE,2019-05-17T13:40:08Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0066 - Supply and Delivery of F-76 (DDP) to Loch Striven - June 2019.,0.0
MINISTRY OF DEFENCE,2018-04-19T15:54:03Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0034 - Supply and Delivery of F35 into the CLH-PS ~ June 2018,0.0
MINISTRY OF DEFENCE,2017-02-24T12:23:23Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0004 - Supply of F-35 into the CLH-PS - April 2017,0.0
MINISTRY OF DEFENCE,2018-01-30T17:02:39Z,"Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0029 - Supply and Delivery of F-35, F-44 and F-76 (FOB) To Cyprus and Loch Striven - March 2018",0.0
MINISTRY OF DEFENCE,2016-07-22T08:49:33Z,DFFS/5012/0083 - Call off from Framework Agreement (DFFS/5012) - Supply of F-35 and F-76 to PJOBS - August 2016,12544000.0
MINISTRY OF DEFENCE,2016-08-25T14:34:56Z,CALL OFF FROM FRAMEWORK AGREEMENT (DFFS/5012) - DFFS/5012/0087 - BULK FUELS ACQUSITION FRAMEWORK AGREEMENT– SUPPLY AND DELIVERY OF F-76 DDP TO LOCH STRIVEN – OCTOBER 2016,12502000.0
Southern Housing Group,2015-10-05T10:44:47Z,"Responsive Repairs, Void Property Works, Cyclical Decorations & General Maintenance Work",
MINISTRY OF DEFENCE,2017-03-31T13:55:35Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0008 - Supply of F-35 Into the CLH-PS ~ 01 May 2017 - 31 May 2017,0.0
DEFENCE RELATIONSHIP MANAGEMENT,2018-11-29T14:06:53Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0052 - Supply of F-35 (DDP) Into the CLH-PS - January 2019.,0.0
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2018-11-30T14:27:12Z,"Senoko Oil Fuel Depot - Secondary Containment Requirement, Singapore",12353706.0
MINISTRY OF DEFENCE,2016-09-30T11:57:31Z,CALL OFF FROM FAMEWORK AGREEMENT (DFFS/5012) - DFFS/5012/0092 – SUPPLY AND DELIVERY OF F-35 – (AVTUR) – INTO THE CLH PS – NOVEMBER 2016,12335000.0
Leeds City Council,2016-10-06T15:20:56Z,Gas Fuelled Domestic Heating - Lot 3 - West,12217644.0
MINISTRY OF DEFENCE,2018-08-30T14:49:48Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0044 - Supply and Delivery (DDP) of F-35 into the CLH-PS - October 2018,0.0
MINISTRY OF DEFENCE,2019-10-18T11:40:05Z,Supply and delivery of F-76,12017440.0
Efficiency East Midlands Ltd,2015-12-18T11:48:05Z,Repair and Maintenance Services of Heating and Hot Water Systems,
Nottingham City Council,2016-03-10T12:07:15Z,CPU 1807 Gas Supply,35000000.0
Nottingham City Council,2016-01-12T09:10:02Z,CPU 1807 Gas Supply,
Espo,2015-05-01T12:43:33Z,88_15 Grocery and Provisions,14300000.0
YPO,2016-06-28T11:07:14Z,YPO - 000737 The Supply of Solid Fuels,
Leicester City Council,2018-01-10T09:17:26Z,PAN1485 - Kitchen & Bathroom Refurbishments and General Repairs,16000000.0
Bournemouth Borough Council,2015-08-12T14:48:42Z,The Supply of Various Building Materials by Lot,
Wiltshire Council,2018-01-26T13:04:37Z,Corsham IT Manison,1750719.86
CORNWALL COUNCIL,2017-03-09T14:33:16Z,The Supply of Bulk Liquid Fuels,11687402.0
South Tyneside Council,2019-01-21T08:46:02Z,Appointment of a Contractor to deliver Owner's Works for the IAMP,6719090.0
UNIVERSITY OF WARWICK SCIENCE PARK LTD,2015-04-15T13:27:38Z,The Provision of Gas and Electrcity Supply to the University of Warwick,
MINISTRY OF DEFENCE,2016-05-19T12:13:34Z,"DFFS/5012/0077 - Supply of 40,000m3 F-35 into the CLH PS - July 2016",11865000.0
CORNWALL COUNCIL,2016-03-10T09:05:46Z,The Supply of Bulk Liquid Fuels,11687402.0
MINISTRY OF DEFENCE,2016-03-24T12:40:46Z,"FOR TRANSPARENCY ONLY - DFFS/5012/0041 - Supply of F-35, F-44 and F-76 FOB",11623000.0
Hull & East Yorkshire Hospitals Nhs Trust,2019-02-11T13:01:45Z,SUPPLY OF MAJOR HALF HOURLY SUPPLIES OF ELECTRICITY,11571530.0
HOUSE OF LORDS,2019-08-12T10:23:39Z,Network Managed Service,0.0
East Riding of Yorkshire,2016-01-22T14:30:25Z,"CM88 Term Service Contract For Gas Servicing, Gas & Solid Fuel Repairs & Call out and Central Heating Installations",2300000.0
Salford City Council,2016-02-20T16:21:00Z,Supply of electricity and gas contracts covering the sites under Salford Council,
Salford City Council,2016-05-12T06:39:02Z,Supply of electricity and gas contracts covering the sites under Salford Council,7000000.0
London Borough of Hackney,2019-05-01T15:33:20Z,Hackney Energy Company White Label Energy Supplies,
BRACKNELL FOREST COUNCIL,2015-05-14T13:38:23Z,Coral Reef Waterworld Main Works Contract,10000000.0
MINISTRY OF DEFENCE,2016-07-27T15:53:58Z,DFFS/5012/0085 - Call off from Framework Agreement (DFFS/5012) - Supply of F-35 into the CLH PS - September 2016,10930000.0
Wrekin Housing Trust Ltd,2019-06-10T17:45:09Z,Kitchen Refurbishments,10883334.0
University of East Anglia,2015-10-30T17:45:37Z,Supply of Electricity and Gas for the University of East Anglia,
MINISTRY OF DEFENCE,2019-07-02T12:04:36Z,"CALL OFF FROM A FRAMEWORK AGREEMENT - DFFS/5072/0069 - Supply & Delivery of 15,000m3 of F-35 into CLH-PS - August 2019",10583333.33
MINISTRY OF DEFENCE,2017-05-09T15:53:30Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0010 - Supply of F-35 and F-76 FOB - PJOBS - June 2017,0.0
MINISTRY OF DEFENCE,2016-07-22T14:30:14Z,DFFS/5012/0084 - Call off from Framework Agreement (DFFS/5012) - Supply of F-44 to Loch Striven - August 2016,10520000.0
MINISTRY OF DEFENCE,2016-03-22T13:41:10Z,FOR TRANSPARENCY ONLY - DFFS/5012/0036 - Supply of F-35 and F-76 FOB April/May 2015,10379000.0
Orbit Housing,2015-09-21T15:38:48Z,RHT Gas Servicing & Maintenance - PP624,
London Borough of Croydon Council,2019-06-03T12:01:35Z,London Borough of Croydon: Tender for Supply of Gas and Electricity,10097900.0
Norwich City Council e-Tendering,2018-02-16T15:24:48Z,9614 - White Label Energy Supplier/Energy Service Equivalent,0.0
Norwich City Council e-Tendering,2018-10-16T11:36:55Z,9791 - White Label Energy Supplier/Energy Service Equivalent - AWARD,1.0
Bpha,2015-07-23T15:05:08Z,Responsive Repairs Works,10000000.0
RAND ASSOCIATES CONSULTANCY SERVICES LTD,2015-06-17T08:38:13Z,United Kingdom-Holywood: Repair and maintenance services of central heating,8739661.0
Bromford,2019-09-04T18:32:37Z,"Inspection, Maintenance and Repair Services to Various Domestic Heating Systems and Associated Equipment",4000000.0
Sheffield City Council,2016-10-28T09:19:55Z,Repairs & Maintenance Support Contractors Framework Agreement,
Sanctuary Housing Group,2019-02-28T11:17:54Z,Heating supplies and spares,10000000.0
ESPO,2020-03-25T00:00:00Z,378_20 Hazardous & Specialist Waste Services (including Site Clearances),
Norwich City Council,2018-06-22T16:13:25Z,9791 - White Label Energy Supplier/Energy Service Equivalent,
South East Consortium,2020-01-20T17:45:06Z,Heating and Compliancy Management Framework,10000000.0
Wrekin Housing Trust Ltd,2019-01-28T17:45:08Z,Kitchen Refurbishments,
Cathedral Schools Trust,2020-01-09T17:45:04Z,"Fully Managed Framework for Electricity Non Half-Hourly, Half-Hourly, Unmetered Supply and Mains Gas",
MINISTRY OF DEFENCE,2018-05-25T12:30:35Z,Bulk Fuels Framework Agreement  - DFFS/5072 - Call of from framework agreement - DFFS/5072/0037 - Supply and Delivery of F-35 into the CLH-PS - July 2018,0.0
Flagship Housing Group,2015-12-05T14:45:01Z,Heating System & Boiler Replacement (Gas & Oil),
MINISTRY OF DEFENCE,2016-11-02T12:57:12Z,Supply and Delivery of F-35 (AVTUR) into the CLH-PS - December 2016,9715000.0
MINISTRY OF DEFENCE,2016-10-25T09:38:17Z,"DFFS/5012/0093 – SUPPLY OF F-35 AND F-76 (FOB) TO CYPRUS (BFC), ASCENSION ISLANDS (BFSAI ASC) AND FALKLAND ISLANDS (BFSAI FLK) (PJOBS) – NOVEMBER 2016.",9697000.0
DEFENCE RELATIONSHIP MANAGEMENT,2018-11-27T14:12:28Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0053 - Supply of F-35 (DDP) to Cyprus - January 2019.,0.0
THE HAVEBURY HOUSING PARTNERSHIP,2015-10-23T14:50:18Z,"Gas, Oil & Solid Fuel Servicing & Maintenance (Domestic & Non-Domestic Premises)  2016 - 2019",9600000.0
MINISTRY OF DEFENCE,2020-01-21T16:37:16Z,Supply & Delivery of F35 to Cyprus,9535050.0
Plus Dane Housing Limited,2018-09-22T14:44:12Z,"Framework Agreement & TPC for Repairs, Maintenance, Gas servicing & Planned Works",9500000.0
MINISTRY OF DEFENCE,2019-08-14T16:43:42Z,"Supply & Delivery of 20,000m3 of F76 to Loch Striven",9311904.0
MINISTRY OF DEFENCE,2017-08-30T12:18:59Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0017 - Supply of F-35 into the CLH-PS - October 2017,0.0
TRANSPORT FOR LONDON,2015-10-16T15:20:01Z,"Maintenance of Power Turbines, Gas Turbines and Alternators at Greenwich",9200500.0
One Housing Group,2018-11-21T18:30:51Z,West Area Asset Management Services Contracts (Lots 1 - 5).,
"Ministry of Defence, Ships, Other",2018-07-23T09:05:05Z,"Spares Inclusive Upkeep: In-service Support for Testing of Marine Fuels and Lubricants, including Provision and Refurbishment of Fuels and Lubricant Test Kits",9071000.0
MINISTRY OF DEFENCE,2018-08-16T12:57:53Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0043 - Supply and Delivery (DDP) of F-35 to Cyprus - September 2018,0.0
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2017-11-20T09:27:09Z,"Secondary Containment Improvement, Senoko, Singapore",
Coal Authority The - Mining Reports & Subsidence Information,2016-04-21T13:17:46Z,"Emergency Call Out, Fencing and Minor Works",
Corserv Ltd,2020-01-09T00:00:00Z,Supply of Bulk Liquid Fuels and AdBlue,
NHS Property Services,2017-10-09T09:40:58Z,management and maintenance of medical gas services and dental compressed air,
First Choice Homes Oldham,2016-12-19T08:21:03Z,"3* Gas Servicing, Communal heating maintenance & reactive boiler installations",9000000.0
H M REVENUE & CUSTOMS,2015-11-20T09:48:16Z,Forensic Analysis Services,
oneSource,2018-01-30T16:13:18Z,Domestic Gas Servicing & Maintenance - Contracts Finder Award Notice,6621347.0
Sanctuary Group,2016-12-23T17:45:05Z,Natural Gas Supply to Sanctuary Housing Association,9000000.0
DEPARTMENT OF HEALTH,2015-01-15T15:04:37Z,Nitric Oxide Therapy,
D V L A,2016-08-03T09:45:55Z,Provision of National Gas Supply,8766632.0
MINISTRY OF DEFENCE,2016-03-24T14:22:32Z,"FOR TRANSPARENCY ONLY - DFFS/5012/0061 - Supply of F-35 for PJOBs, February 2016",8515000.0
TEESSIDE UNIVERSITY,2016-04-27T08:03:10Z,Electricity and Gas Provision,
MINISTRY OF DEFENCE,2016-06-27T14:48:12Z,DFFS/5012/0082 - Supply of F-76 to Souda Bay and Loch Striven - July 2016 - CALL OFF CONTRACT FROM FRAMEWORK AGREEMENT DFFS/5012,8485000.0
MINISTRY OF DEFENCE,2020-02-27T14:06:02Z,Supply & Delivery of F-35,8458333.33
Rotherham MBC,2019-03-11T17:22:05Z,18-047 Food & Beverages,6820000.0
MINISTRY OF DEFENCE,2020-03-18T11:35:06Z,Supply of F-54 and F-35,8200000.0
Ministry Of Defence,2019-01-23T14:54:21Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0057 - Supply of F-76 and F-44 (FOB) to Loch Striven -  February-March 2019,0.0
MINISTRY OF DEFENCE,2016-03-03T15:15:24Z,FOR TRANSPARENCY ONLY - DFFS/5012/0035 - Supply of F-35 into the GPSS - April 2015,8127000.0
MINISTRY OF DEFENCE,2020-04-09T12:55:44Z,Supply of F-35,8100000.0
Ministry Of Defence,2019-01-04T14:22:15Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0056 - Supply of F-35 (FOB) to Cyprus -  February 2019,8030000.0
Cobalt Housing e-Tendering,2020-01-31T14:29:25Z,"Altbridge Park, Development of 57 Dwellings 2020 - 21 and a Framework for future schemes valued ?4.5m to ?9m 2020 - 24",
Espo,2015-04-20T11:23:03Z,12_15 Total Building Supplies Solution,8000000.0
Dudley Metropolitan Borough Council,2020-01-02T14:15:34Z,DUD-Gas Central Heating and Boiler Replacement Contract 2020/2025 - AWARD,8917778.45
Dudley Metropolitan Borough Council,2019-09-05T17:22:04Z,DUD-Gas Central Heating and Boiler Replacement Contract 2020/2025,
"Ministry of Defence, DSG, Defence Support Group (DSG)",2016-09-10T14:30:00Z,The repair of High Pressure Pure Air Systems as fitted to Challenger 2,
Historic England,2019-02-11T12:27:29Z,Shrewsbury Flax Mill Maltings - Main Mill & Kiln Project Phase 3,
Historic England,2019-11-25T09:55:26Z,Shrewsbury Flax Mill Maltings - Main Mill & Kiln Project Phase 3 - AWARD,7899949.0
East Riding of Yorkshire,2019-10-03T10:29:42Z,2348-20 Merchant Stores DPS,
MINISTRY OF DEFENCE,2017-12-20T13:45:41Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0026 - Supply of F-35 into the CLH-PS - February 2018,0.0
Oil & Gas Authority,2016-07-23T09:18:02Z,"TRN020042016 Acquire Seismic Surveys, with interpretive processing on the UK Continental Shelf (UKCS)",8000000.0
MINISTRY OF DEFENCE,2018-01-30T15:26:35Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0028 - Supply and Delivery of F-35 into the CLH-PS - March 2018,8000000.0
Staffordshire County Council,2019-02-11T08:57:11Z,"Contract for the provision of Central Heating Installations, Gas and Solid Fuel Servicing and Maintenance",9216449.0
London Borough of Hillingdon,2019-10-30T13:51:30Z,"The servicing, repair and maintenance of gas heating installations in domestic and communal / corporate properties",
MINISTRY OF DEFENCE,2019-10-16T11:31:44Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Complete - DFFS/5072/0078,0.0
MINISTRY OF DEFENCE,2018-02-16T09:02:16Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0030 - Supply and Delivery of F-76 (FOB) To Loch Striven - April 2018,0.0
MINISTRY OF DEFENCE,2016-09-07T10:04:07Z,DFFS/5012/0089 – Supply and delivery of F-76 DDP to Singapore – October 2016,7821000.0
MINISTRY OF DEFENCE,2015-04-16T07:07:29Z,RFA Darkdale Oil Removal,7760607.0
City of London Corporation,2020-02-14T11:57:46Z,London Boroughs' Legal Alliance (LBLA) Barristers Framework - Lot 5: Housing,7700000.0
MINISTRY OF DEFENCE,2016-03-24T10:30:20Z,FOR TRANSPARENCY ONLY - DFFS/5012/0038 - Supply of F-76 to Singapore July 15,7650000.0
MINISTRY OF DEFENCE,2016-03-24T13:42:08Z,"FOR TRANSPARENCY ONLY - DFFS/5012/0055 - Supply of F-35 to GPSS, November 2015",7554000.0
MINISTRY OF DEFENCE,2018-06-28T12:27:11Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0039 - Supply and Delivery of F-35 To Cyprus - August 2018,0.0
Islington and Shoreditch Housing Association,2018-06-18T17:45:07Z,"T1-4095 - ISHA - Gas Servicing, Maintenance, Repairs and Boiler Installs",7539746.0
Places for People,2017-11-14T23:05:30Z,"Fire Safety Systems Service, Repair, Upgrade and Installation",
Shepway District Council,2016-12-09T09:52:31Z,GAS SERVICING AND HEATING INSTALLATIONS / EFFICIENCY CONTRACT,6300912.0
East Riding of Yorkshire,2017-10-05T14:11:59Z,"CM108a Term Service Contract For Electrical Testing, Repairs, Maintenance And Installation",7500000.0
Leeds City Council,2018-03-29T16:23:50Z,The Leeds Alternative Fuel Station (LAFS),
Taunton Deane Borough Council,2018-08-24T14:17:55Z,"Works Contract - Coal Orchard Development, Taunton",
Mhs homes,2016-10-15T07:39:04Z,"TMHS020 Gas Servicing, Communal & Domestic, Central Heating Replacement and Water Hygiene Programme",
London Borough of Hillingdon,2019-08-02T11:01:06Z,Void Property Repair Service Contract 2019,
Cambridge City Council,2016-01-15T07:39:04Z,Heating Services for Cambridge City and South Cambridgeshire District Councils,
Bristol City Council,2016-09-06T13:27:28Z,CON - Supply of Electricity and Gas - Dynamic Purchasing System,
Lancashire County Council,2019-07-04T11:49:32Z,The Supply of Fresh Produce Products to Lancashire County Council,12632000.0
Ark Housing Consultancy,2018-12-04T20:37:29Z,"Inquilab Housing Association: Responsive, Void and Planned Maintenance Partnering Contract",
Keele University,2016-10-24T13:15:47Z,Delivery of the Smart Energy Network Demonstrator,
Hull & East Yorkshire Hospitals NHS Trust,2019-04-01T17:45:05Z,Natural Gas supply to Hull & East Yorkshire Hospitals NHS Trust,7000000.0
Clarion Housing Group Limited,2018-03-18T13:03:07Z,Contract for the Provision of Gas Safety Certification and Planned and Reactive Maintenance Services to Domestic Installations in Housing Stock (East Region),6984203.0
NEWLON HOUSING TRUST,2019-08-06T16:20:54Z,"Servicing, maintenance and installation of heating systems",0.0
MINISTRY OF DEFENCE,2017-09-28T17:23:23Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0019 - Supply and delivery of F-35 into the CLH-PS November 2017,0.0
MINISTRY OF DEFENCE,2018-06-26T12:25:11Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0038 - Supply and Delivery of F-35 into the CLH-PS - August 2018,0.0
MINISTRY OF DEFENCE,2019-04-04T14:39:04Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0063 - Supply and Delivery of F-35 (DDP) to Cyprus - May 2019.,0.0
MINISTRY OF DEFENCE,2016-12-19T10:06:45Z,Award of Call off Contract - DFFS/5012/0097,0.0
MINISTRY OF DEFENCE,2016-12-20T11:18:01Z,DFFS/5012/0097 - CALL OFF FROM FRAMEWORK AGREEMENT (DFFS/5012) - SUPPLY AND DELIVERY OF F-35 INTO THE CLH-PS - JANUARY 2017,0.0
MINISTRY OF DEFENCE,2017-04-26T16:36:40Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0009 - Supply of F-35 Into the CLH-PS ~ 01 June 2017 - 30 June 2017,0.0
HM REVENUE & CUSTOMS,2018-05-18T10:40:30Z,Haulage Storage and Disposal of Oils,6500000.0
Aberdeen Heat and Power Company Ltd,2019-03-08T13:33:02Z,GB-Aberdeen: Aberdeen Heat & Power - Mini Competition for Gas & Electricity Supplies 2019 (LOT 1),6492955.0
MINISTRY OF DEFENCE,2019-09-03T13:52:41Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0075 - Supply and Delivery of F-35 (DDP) to Cyprus,0.0
Department of Energy and Climate Change,2016-11-14T11:51:05Z,Contract to deliver the UK’s National Atmospheric Emissions Inventory,6411327.0
The Oil and Pipelines Agency,2018-12-02T15:43:12Z,OPA T220 Oil Fuel Depot (OFD) Fuel Storage Tank Repair Framework,6400000.0
MINISTRY OF DEFENCE,2016-09-07T09:35:53Z,DFFS/5012/0088 – SUPPLY AND DELIVERY OF F-35 (DDP) TO CYPRUS – OCTOBER 2016,6353000.0
MINISTRY OF DEFENCE,2016-05-24T11:21:39Z,"Supply of 25,000m³ of F-76 to Singapore - July 2016",6328000.0
Wealden District Council,2015-07-09T16:45:08Z,Responsive Repairs and Void Refurbishment Works for Wealden District Council,6250000.0
Gentoo Group Ltd,2018-12-10T07:46:18Z,Tender for the Supply of Gas Combination/ Sealed System Boilers and Plumbing Kits for a 3 year period with an option to extend for a further two 1 year periods,6225440.0
MINISTRY OF DEFENCE,2020-03-05T16:15:54Z,DFFS/5072/0089 Supply and Delivery of F-35 to Cyprus,6200000.0
MINISTRY OF DEFENCE,2017-10-25T11:58:30Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0022 - Supply and delivery (DDP) of F-35 into the CLH-PS  - December 2017,0.0
City of London Corporation,2018-10-17T10:15:43Z,"Electricity (HH and NHH) Fixed Price, Fixed Term",6120344.0
MINISTRY OF DEFENCE,2019-06-19T14:31:24Z,"Call off from Framework Agreement - Supply & Delivery of 7,000m3 of F-35 to Cyprus (DDP)",6118000.0
London Borough of Sutton,2015-11-02T16:20:52Z,Sutton Decentralised Energy Network (SDEN),
TRANSPORT FOR LONDON,2016-09-14T13:17:08Z,Supply of Natural Gas (daily/non daily metered) to TfL,6000000.0
AmicusHorizon Ltd,2017-02-24T17:45:03Z,Gas appliance servicing and maitenance and heating installations,
University of East Anglia,2016-04-04T16:44:31Z,Electricity & Gas Supply for University of East Anglia (c/o UX Energy Services) Award Notice,6000000.0
SAINT-GOBAIN LIMITED,2018-07-27T15:05:22Z,Provision of Waste Heat Recovery utilising an Organic Rankine Cycle System,
Hull & East Yorkshire Hospitals Nhs Trust,2019-02-11T12:56:29Z,SUPPLY OF NATURAL GAS,5959806.3
Clarion Housing Group Limited,2018-03-16T17:36:10Z,Contract for the Provision of Gas Safety Certification and Planned and Reactive Maintenance Services to Domestic Installations in Housing Stock (Central Region),5874000.0
City of London Corporation,2019-10-21T12:51:15Z,Hazardous Waste Collection and Disposal Services,
"Department for Business, Energy and Industrial Strategy (BEIS)",2018-02-03T09:36:10Z,"PROJECT MANAGEMENT FOR THE MAINTENANCE OF STRATEGIC ENVIRONMENTAL ASSESSMENTS (SEAs), INCLUDING THE PROVISION OF A NEW SEA, TO SUPPORT OFFSHORE ENERGY LICENSING / LEASING ROUNDS.",5750000.0
Aberdeen City Council,2018-05-18T10:27:09Z,GB-Aberdeen: Aberdeen City Council - Mini Competition for Electricity Supplies,5695292.0
MINISTRY OF DEFENCE,2016-08-09T09:31:44Z,DFFS/5012/0086 - BULK FUELS ACQUSITION FRAMEWORK AGREEMENT– SUPPLY AND DELIVERY OF F-35 DDP  TO CYPRUS –  SEPTEMBER 2016,5677000.0
MINISTRY OF DEFENCE,2019-08-02T11:33:02Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0073 - Supply and Delivery of F-35 (DDP) to Cyprus,5647181.1
Buckinghamshire Healthcare NHS Trust,2016-10-17T13:21:07Z,Supply of Electric Power to Buckinghamshire NHS Trust,5506658.0
Great Places Housing Group,2018-06-28T10:28:44Z,Domestic Gas: Installations; Servicing & Maintenance,7650000.0
MINISTRY OF DEFENCE,2019-12-17T14:30:32Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0082 - Supply and Delivery of F-35,0.0
Ministry of Justice.,2019-11-11T09:49:44Z,The supply of Liquid Fuels across the Ministry of Justice Estate,5388850.0
MINISTRY OF DEFENCE,2020-02-06T07:39:55Z,Supply & Delivery F-76,5375000.0
MINISTRY OF DEFENCE,2019-07-29T12:54:50Z,Call off from Famework Agreement - DFFS/5072/0072 - Supply of F-76 (FOB) to Souda Bay - September 2019,0.0
MINISTRY OF DEFENCE,2017-11-29T12:18:03Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0025 - Supply of F-35 into the CLH-PS - January 2018,0.0
RAND ASSOCIATES CONSULTANCY SERVICES LIMITED,2019-12-11T09:12:20Z,South Liverpool Homes - Contract for Gas and Heating,
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2016-07-08T08:16:39Z,Utilities Contract,5241140.0
Northern Lighthouse Board,2019-05-09T10:20:27Z,Fuel Quote - NLV Pharos - 30th April 2019,5217600.0
MINISTRY OF DEFENCE,2016-03-24T14:29:35Z,"FOR TRANSPARENCY ONLY - DFFS/5012/0063 - Supply of F-35 for GPSS, February 2016",5130000.0
MINISTRY OF DEFENCE,2016-03-24T14:37:00Z,"FOR TRANSPARENCY ONLY - DFFS/5012/0065 - Supply of F-35 to GPSS, March 2016",5130000.0
Suffolk Sourcing,2019-02-08T15:58:21Z,Gas Servicing Maintenance & Repair,
Frimley Health NHS Foundation Trust,2017-04-04T09:24:19Z,Combined Heat and Power - Wexham Park Hospital,
Estuary Housing Association Ltd,2018-11-26T17:45:04Z,"Estuary Housing Association - Repairs, Voids, Planned, Door Entry, Gas, Electrical Contract",
MINISTRY OF DEFENCE,2019-05-16T16:46:37Z,Bulk Fuels Framework Agreement - DFFS/5072 - Invitation to Compete - DFFS/5072/0065 - Supply and Delivery of F-35 (DDP) to Cyprus - June 2019.,0.0
Barnsley Metropolitan Borough Council,2018-10-15T11:48:30Z,Gas Supply - YPO Firm Mains Gas Framework,5006508.1
United Lincolnshire Hospitals NHS Trust,2020-01-21T00:00:00Z,Estates Services,
EASTERN PROCUREMENT LTD,2016-11-21T16:41:40Z,"Heating Servicing, Repairs and Maintenance Framework",40000000.0
London Borough of Merton,2018-08-16T10:30:54Z,London Borough of Merton Gas and Power supply,10200000.0
WM Housing Group,2016-06-23T15:02:33Z,"2016 - 387 Provision of comprehensive gas servicing, responsive Repairs and Installation of domestic heating systems",
whg,2019-10-31T11:31:29Z,Provision of Contract Hire for Light Commercial Vehicles and Associated Services,
GENTOO GROUP LIMITED,2019-07-09T13:46:20Z,District Heating Replacement Scheme,
whg,2019-08-29T09:09:34Z,Provision of Contract Hire for Light Commercial Vehicles Associated Services,
EFFICIENCY EAST MIDLANDS LIMITED,2020-03-03T10:08:15Z,Heating Systems Framework,
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2017-05-07T13:12:06Z,"Senoko Oil Fuel Depot - Secondary Containment Requirement, Singapore",
Centre for Process Innovation,2019-01-14T16:14:02Z,690 - Supply of Laboratory Consumables and Equipment,5000000.0
EFFICIENCY EAST MIDLANDS LIMITED,2020-02-28T08:47:44Z,Facilities Management,
HOMES & COMMUNITIES AGENCY,2016-10-17T09:59:50Z,Daedalus Waterfront Phase 1 Infrastructure,
WOLVERHAMPTON CITY COUNCIL,2018-01-08T10:30:47Z,Development of 43 New Dwellings at Burton Crescent and Single Storey Office Extension at 27 Burton Road,
ABILITY HOUSING ASSOCIATION,2015-08-28T16:36:45Z,Ability Housing Association Integrated Asset Management Contract,952617.76
Lancashire County Council,2018-10-05T11:29:08Z,Multi Utility Provision for Cuerden Strategic Site,0.0
