,Notice Identifier,Notice Type,Organisation Name,Status,Published Date,Title,Description,Nationwide,Postcode,Region,Cpv Codes,Contact Name,Contact Email,Contact Address 1,Contact Address 2,Contact Town,Contact Postcode,Contact Country,Contact Telephone,Contact Website,Attachments,Links,Additional Text,Start Date,End Date,Closing Date,Is sub-contract,Parent Reference,Suitable for SME,Suitable for VCO,Supply Chain,OJEU Contract Type,Value Low,Value High,Awarded Date,Awarded Value,Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE],Supplier's contact name,Contract start date,Contract end date,OJEU Procedure Type,Accelerated Justification
350,0157-15-N,Contract,West Midlands Ambulance Service,Awarded,2015-09-11T14:06:27Z,HART Fleet - Vehicles,"The National Ambulance Resilience Unit (“NARU”) is hosted by West Midlands Ambulance Service NHS Foundation Trust (“WMAS”). NARU, operating under a contract with NHS England, is responsible for maintaining the Hazardous area Response Team (“HART”) vehicle fleet and the national interoperability of HART capabilities. The Department of Health began to implement the HART program in Ambulance Trusts in 2008 and now there are 15 HART teams in place across 10 English Ambulance Trusts. The Procurement Process is to identify the next generation of the Hazardous Area Response Team (HART) vehicle fleet, which will be made up of the following Lots 

•Lot 1 – Primary Responder 4x4 vehicle
 •Lot 2 – Secondary Responder 4x4 vehicle
 •Lot 3 – Personnel Carrier vehicle
 •Lot 4 – Staff Welfare vehicle
 •Lot 5 – All Terrain Vehicle (ATV) and Transporter
 
The 5 Lots detailed below will make up one complete vehicles set per national HARTeam, each HARTeam will have 11 vehicles
 
Lot 1 Primary Response x 3 vehicles
 Lot 2 Secondary Response x 3 vehicles
 Lot 3 Personnel Carrier x 2 vehicles
 Lot 4 Staff Welfare x 1 vehicle
 Lot 5 All-Terrain Vehicles (ATV) x 1 vehicle
 Lot 5 Transporter (for ATV) x 1 vehicle
 Total no. of vehicles 11",,,Any region,34100000 ,ITT accessable through www.nhssourcing.nhs.uk eTendering portal,laura.johnson@wmas.nhs.uk,West Midlands Ambulance Service NHS Foundation Trust,"Trust HQ, Millennium Point, Waterfront Business Park, Waterfront Way","Brierley HIll, West Midlands",DY5 1LX,England,,www.nhssourcing.co.uk,,,,30/11/2015,29/11/2019,15/10/2015,NO,,Yes,Yes,No,Products,13000000.0,0.0,22/12/2015,13000000.0,"[WAS Vehicles UK LTD|Augusta House

Burton On Trent

Staffordshire

DE14 1PT|||No|No][S.MacNeillie & Sons LTD|Stockton Close
Walsall
West Midlands
WS2 8LD|||No|No][Wilker UK LTD|Sandy Lane
Ettiley Heath
Sandbach
Cheshire
CW11 3NG|||No|No]",,22/12/2015,21/12/2019,Open ,
351,BIP167698148,Contract,The Hyde Group,Awarded,2015-10-23T09:12:03Z,Modern Methods of Construction Framework Agreement,"Hyde has undertaken a comprehensive review of our approach to housing development, putting in place a forward looking and robust development programme aligned to Hyde’s 5 year Strategic plan. A critical part of its successful delivery is putting in place long term arrangements with a selected number of key partners, to further our ambitions in building innovative homes using Modern Method of Construction (MMC) systems. Hyde has a significant planned development programme, and it is anticipated that circa 1,500 units per annum could be delivered across the Group’s main geographical areas of operation (mainly London, the South Coast, and Kent) - of which Hyde aspire to develop up to 10% of our programme utilising an MMC system.There are five categories used by the Housing Corporation to classify an MMC construction system. Hyde are seeking bids from innovate providers with a demonstrable track record in delivering residential housing, using any of the MMC systems listed below, whilst also possessing the associated development management services:1.Off-site manufactured - volumetric•Three-dimensional units produced in a factory, fully fitted out before being transported to site and stacked onto prepared foundations to form dwellings.2.Off-site manufactured - panellised•flat panel units built in a factory and transported to site for assembly into a three-dimensional structure or to fit within an existing structure).3.Off-site manufactured - hybrid•Volumetric units integrated with panellised systems.4.Off-site manufactured - sub-assemblies and components•Larger components that can be incorporated into either conventionally built or MMC dwellings.5.Non-off-site manufactured MMC•Innovative methods of construction used on-site and the use of conventional components in an innovative way",,,London,45223810 45215214 45215210 45223800 44211000 45223821 ,,nasreen.tayab@hyde-housing.co.uk,30 Park Street,,London,SE1 9EQ,UK,,,,https://www.delta-esourcing.com/delta/respondToList.html?noticeId=167698148 ,,01/11/2015,31/10/2018,10/08/2015,NO,,No,No,No,Works,100000000.0,0.0,10/08/2015,100000000.0,"[Laing O'Rourke Construction Ltd|Bridge Place
Anchor Boulevard
Admirals Park, Crossways
Dartford
DA2 6SN|||No|No][Mears Limited|1390 Monpellier Court
Gloucester Business Park
Brockworth
Gloucester
GL3 4AH|||No|No][F1 Modular Ltd|F1 House, Unit A Mochdre Industrial Estate
Mochdre
Newtown
Powys
SY16 4LE|||No|No][Mar City Plc|113-115 Great Hampton Street
Hockley
Birmingham
B18 6ES|||No|No]",,01/11/2015,31/10/2018,Restricted ,
352,NEPO001-DN146039-16604843,Contract,NEPO,Closed,2016-10-13T15:20:16Z,NEPO212 Construction & Engineering Consultancy Services,"The North East Procurement Organisation (NEPO) is inviting responses from suppliers for the provision of Construction & Engineering Consultancy Services. The main areas of activity may comprise of, but not exclusively be limited to, individual projects or programmes for new build work and/or extensions and/or improvements and/or renovations of schools (including maintained schools), libraries, civic offices, headquarters buildings, social services properties, museums, leisure facilities, universities, further education buildings, colleges, academies, health service buildings, emergency service buildings, third sector organisation, buildings used by Government Departments and Government Agencies as well as other operational establishments, premises, and assets to be used by similar public service providers. Housing/ residential - including but not limited to social housing, commercial, industrial, health, leisure and retail property, agricultural and mixed use property.The Framework will enable sufficiency of skilled resources to match peaks in workload, provide expertise in areas where skills are not provided in-house, facilitate benchmarking of costs to demonstrate best value and to drive service improvement through innovation and efficiency. 

Submissions are invited from suitably qualified and experienced consultancy businesses who can meet the entire requirement and scope under any of the below lots. 

Suppliers bidding for Lot 1 and/or Lot 2 are not permitted to bid for lots 3 - 16. Suppliers must elect to bid for either the multi disciplinary lots or the individual disciplines within lots 3-16. Suppliers bidding for lots 3-16 may form part of the supply chain to those bidding for lots 1 & 2. 

Lot 1 - Multi Disciplinary Building Construction related services
Lot 2 - Multi Disciplinary Transportation and Civil Engineering related services
Lot 3 - Highways Asset Management
Lot 4 - Flood, Coastal and Marine
Lot 5 - Ecology
Lot 6 - Housing
Lot 7 - Architectural Services
Lot 8 - M&E Services 
Lot 9 - Project Management
Lot 10 - Transport Planning
Lot 11 - Building Surveyor Services
Lot 12 - Structural Engineering
Lot 13 - Highways Structures
Lot 14 - Planning
Lot 15 - Building Commercial Management
Lot 16 - Engineering Commercial Management",,,North East,71000000 ,Karen Carter,karen.carter@nepo.org,The Guildhall,Quayside,Newcastle upon Tyne,NE1 3AF,UK,+44 1912613918,www.nepo.org,,https://procontract.due-north.com/Advert?advertId=2a666d8e-9290-e611-8114-000c29c9ba21 ,,01/04/2017,01/04/2021,11/11/2016,NO,,Yes,No,No,Services,10000000.0,10000000.0,,,,,,,Restricted ,
353,tender_129747/557535,Contract,HS2,Closed,2016-12-23T11:38:59Z,HS2 Ltd Land and Property Professional Services Support Framework,"e HS2 Ltd Land and Property (L&P) team are responsible for acquiring and managing the land and property required to enable the timely construction of HS2. In doing so the L&P team will have to deliver the largest land referencing and acquisition process in more than 70 years, managing tens of thousands of land and property records, thousands of land parcels and hundreds of stakeholder groups. 

This work is a key enabler to the successful construction of HS2 and delays to this process could impact overall timeframes. The HS2 L&P Team requires professional support to acquire the land and property needed for the Land assembly. 

This includes advice on all property related matters including: valuations; surveys; associated reports; ability to source specialist expertise, eg forensic accounting and plant and machinery advice the negotiation of detailed Heads of Terms; and preparation and presentation of a Business Case for approval to acquire properties (in whole or in part) on behalf of the Department for Transport (DfT) and the Secretary of State for Transport.",,,Any region,70331000 ,,julian.dalby@hs2.org.uk,"High Speed Two (HS2) Ltd, Two Snowhill, Queensway",,Birmingham,B4 6GA,England,0207 944 8777,https://hs2.bravosolution.co.uk,,https://hs2.bravosolution.co.uk ,,01/05/2017,30/04/2027,01/02/2017,NO,,Yes,No,No,Services,65000000.0,0.0,,,,,,,Open ,
354,RM3805/2,Contract,CROWN COMMERCIAL SERVICE,Awarded,2017-01-13T11:47:32Z,MoD Licence Acquisition Training,"The Ministry of Defence (MoD) (referred to hereafter as the ""Authority"") Defence School of Transport (DST) is the training delivery authority for all wheeled driver training for Defence. The DST's responsibility ranges from licence acquisition through to specialist vehicle platform training and mechanical transport-related management courses. 

The Authority's personnel frequently require licence acquisition training in order to drive the vehicles they are expected to operate in the course of their duties. To meet the statutory and legal obligations set for the DST, the Authority's personnel must hold the appropriate category of licence to operate military vehicles legally on public roads.

The Authority has established 7 single Supplier Contracts for the provision of Licence Acquisition Training (""LAT"") to the Authority's personnel.

In each of Lots 1 - 5, the Supplier will be required to deliver Category B / B+E / C / C+E / D / D1 / D1+E LAT in a specific geographical region. 

In Lot 6 the Supplier will be required to deliver Category B / B+E LAT nationally at Phase 2 training establishments.

In Lot 7 the Supplier will be required to deliver Category C / C+E LAT nationally at Phase 2 training establishments.

In each Lot the Supplier's obligations shall include: 
-	To deliver the LAT required by the Authority; 
-	To deploy and maintain a sufficient number of Instructors to ensure that, throughout the Contract, all of the LAT required by the Authority, including delivering LAT courses concurrently and during peaks in demand, is delivered in full, on time, and to the Authority's satisfaction;
-	To provide all training vehicles and trailers required to deliver all of the Authority's requested LAT courses, including during peak periods of demand, in full, on time, and with no delay to the commencement of Candidates' LAT;
-	To have an established service and maintenance programme for its training vehicle fleet.
-	To establish and maintain a system to record and monitor documentation for all training vehicles;
-	To provide all personal protective equipment and training aids required to deliver the requested LAT;
-	To provide an account management function;
-	To provide a complaints resolution function;
-	To provide a performance monitoring function; and
-	To provide management information to the Authority.

In Lot 6 and Lot 7 only, the Supplier shall provide an on-site management function to manage the delivery of the Services, including the management of Instructors, on-site.

This procurement was managed and facilitated by Crown Commercial Service (CCS) (hereafter referred to as the Agent). During the procurement process, the Agent acted on behalf of the Authority.",,,Any region,80411000 ,Ministry of Defence (agent for this procurement Crown Commercial,supplier@crowncommercial.gov.uk,"9th Floor, The Capital",Old Hall Street,Liverpool,L3 9PP,England,0345 010 3503,www.gov.uk/ccs,RM3805 Contract Lot 1 JSMDT Ltd REDACTED.pdf RM3805 Contract Lot 2 Lloyds School of Motoring REDACTED.pdf RM3805 Contract Lot 3 AcciDON'T Limited REDACTED.pdf RM3805 Contract Lot 4 J Coates (HGV Services) Ltd REDACTED.pdf RM3805 Contract Lot 5 System Group Ltd REDACTED.pdf RM3805 Contract Lot 6 AcciDON'T Limited REDACTED.pdf RM3805 Contract Lot 7 Mainstream Training Limited REDACTED.pdf RM3805 Driver Licence Acquisition Successful Suppliers.pdf ,,"The following information has been captured in accordance with the requirements of Regulation 50 of the Public Contracts Regulations 2015:

The Authority received a total of 8 tenders for this procurement, all of which were received electronically via the Authority's e-Sourcing Suite.

6 of the 8 tenders received by the Authority were from SMEs. 

The Authority did not receive any tenders from other EU Member States other than the UK.
 
The Authority did not receive any tenders from non-EU States.

The Authority did not receive any tenders from any Groups of Economic Operators.

All of the 6 Suppliers that were awarded Contracts are SMEs.",01/01/2017,31/03/2020,12/10/2016,YES,RM3805,Yes,No,No,Services,31548870.0,0.0,13/12/2016,31548870.0,[Please see attached list of successfully awarded suppliers|As above|||No|No],,01/01/2017,31/03/2020,Open ,
355,RM3784,Contract,CROWN COMMERCIAL SERVICE,Closed,2017-10-16T10:52:14Z,PEPPOL Access Point Services,"Crown Commercial Service as the Authority has put in place a Pan Government Collaborative Framework Agreement for use by UK public sector bodies identified at VI.3 of the Contract Notice (and any future successors to these organisations), which include Central Government Departments and their Arm's Length Bodies and Agencies, Non Departmental Public Bodies, NHS bodies and Local Authorities.

The above mentioned public sector bodies have a need for PEPPOL Access Point Services for the electronic exchange of business documentation including invoices and purchase orders. 

""PEPPOL (Pan-European Public Procurement Online)"" was initiated in 2008 with the aim of simplifying electronic procurement across borders by developing technology standards that could be implemented across all governments within Europe. The overall objective was to enable businesses to communicate electronically with any government institution in the procurement process, increasing efficiencies and reducing costs. 
This procurement will give access to PEPPOL Standards-based IT Transport Infrastructure through Access Points, and the services provided for eProcurement with standardised electronic document formats.
Department of Health has publicly committed to the adoption of PEPPOL across all NHS Trusts. The implementation of PEPPOL is intended to remove unnecessary process inefficiencies which arise during the transfer of business documents. It is estimated that the current process requires significant manual intervention. It is also means that a single supplier wishing to trade with the NHS may have to accept 150 different formats of purchase orders. 
The adoption of a single standard allows customers to exchange these business documents through a single 'Access Point'. The process reduces complexity and costs for the Contracting Body and for the Provider using what is commonly known as a 4 corner model. This allows the Contracting Body and the Provider to select their own Access Point Provide with PEPPOL mandating that information passes between the two. 

A key feature of the PEPPOL network is the freedom for suppliers to engage with an Access Point provider of their choice, to send and receive electronic documents with any organisation in the PEPPOL network through one single source, eliminating complex relationships with buyers, their service providers and related obligations. 
The network is governed by the PEPPOL Transport Infrastructure Agreements, establishing a many-to-many legal framework instead of the traditional bilateral agreements entered into between service providers.

The documents are routed through Access Points and the receiver's capabilities can be discovered by using the PEPPOL Service Metadata Publisher (SMP) services. The content and validation rules ensure consistency for all parties.

A detailed description of the Services is set out in Schedule 2 within      the Redacted Framework Agreemen",,,Any region,79211000 79999000 ,,supplier@crowncommercial.gov.uk,Rosebery  Court,St Andrews Business Park,Norwich,NR7 0HS,England,0345 010 3503,www.gov.uk/ccs,PEPPOL - Contract Notice.pdf RM3784 PEPPOL Redacted Framework Agreement.pdf PEPPOL -  Award Notice.pdf Successful Supplier Information.xlsx ,,"This procurement was managed electronically via the Agent's e-Sourcing Suite. Participants in the procurement had to register first on the e-Sourcing Suite.

All values are estimates only as successful suppliers are not guaranteed a specific level of business.

While the contract is due to expire 7 November 2018, Crown Commercial Service has the option to extend the duration of the Framework Agreement beyond this date. The extension periods are for a maximum of 2 years. Each extension period to be 12 consecutive months.",07/11/2016,07/11/2018,22/08/2016,NO,,Yes,No,No,Services,52000000.0,0.0,,,,,,,Open ,
356,LPP001-DN284112-67548083,Contract,NHS London Procurement Partnership,Closed,2017-06-30T13:52:11Z,Waste Management Services Framework. Ref: LPP/2017/011,"To establish a National Framework Agreement, regionally awarded, for the provision of Refuse and wasterelated services. Non-hazardous refuse and waste treatment and disposal services.Radioactive-, toxic-,medical- and hazardous waste services. Medical waste services. Clinical-waste collectionservices. Clinical-waste disposal services. Removal services of biological waste. Collection, transport and disposal of hospitalwaste. Collection, transport and disposal of confidential waste. Waste-tip management services. Refuserecycling services. Cleaning and sanitationservices in urban or rural areas, and related services. Street-cleaning and sweeping services. Sewage-, refuse-,cleaning-, and environmental services. Refuse disposal andtreatment. Operation of a refuse site. A comprehensive waste services framework to be used by the wider publicsector ContractingAuthorities in England.",,,Any region,90500000 ,Michael Lane,michael.lane@lpp.nhs.uk,Ground Floor,200 Great Dover Street,London,SE1 4YB,England,+44 2071887149,http://www.lpp.nhs.uk,,,,19/11/2017,17/10/2021,04/08/2017,NO,,Yes,Yes,No,Services,30000000.0,120000000.0,,,,,,,Restricted ,
357,ESPO001-DN297323-27222890,Pipeline,ESPO,Closed,2017-09-13T10:06:03Z,390_18 Document Management Solutions,"ESPO is seeking to establish a framework agreement with a number of suppliers for the provision of scanning, storage, retrieval and associated services.  The key aim of the framework will be to promote efficiencies and cost savings.

Lot 1 - Electronic document scanning services and software solutions - This lot requires service providers to provide a full end-to end scanning solution preparation, scanning, indexing, encryption, electronic storage, transportation and secure disposal of documents.  Including the supply, implementation and maintenance of EDRM (Electronic Document & Records Management Software), associated consultancy and training.

Lot 2 - Document storage, retrieval and associated services - This lot requires service providers to provide preparation, collection, storage, retrieval, secure disposal of documents and any associated services.

Lot 3 - Total document management solutions - This lot requires service providers to provide a full end-to end solution for all scanning, storage and consultancy requirements.  This includes scanning, indexing, encryption, electronic storage, transportation and secure disposal of documents, storage, retrieval, associated consultancy and training.

The framework agreement has the option to extend for up to a further 24 months.  The total estimated value stated includes the option period.

As a Central Purchasing Body as defined by the EU Procurement Directive 2014/24/EU, the Framework Agreement is open for use by Public Bodies (defined https://www.espo.org/ESPO/media/Documents/FAQs/ESPO-s_powers_to_trade__website_-2016-12-22.pdf) that also fall into one of the following classifications of user throughout all administrative regions of the UK: Local Authorities; Educational Establishments (including Academies); Central Government Departments and Agencies; Police, Fire & Rescue and Coastguard Emergency Services; NHS and HSC Bodies, including Ambulance Services; Registered Charities; Registered Social Landlords; or any public body established by or under the Scotland Act 1998 or any Act of the Scottish Parliament. Details of the classification of end user establishments and geographical areas is available on: http://www.espo.org/About-us-%281%29/FAQs/Legal

To express an interest: (a) Go to www.eastmidstenders.org, (b) Register (c) Search for tender opportunity'390_18', (d) Express an interest.

Please note this is a Prior Information Notice and tender documentation is not available yet.",,,Any region,48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 ,Ms Krishna Mistry,tenders@espo.org,"Barnsdale Way, Grove Park",Enderby,Leicester,LE19 1ES,United Kingdom,+44 1162944163,http://www.espo.org/,,http://www.eastmidstenders.org ,"
To express an interest: (a) Go to www.eastmidstenders.org, (b) Register (c) Search for tender opportunity'390_18', (d) Express an interest.

Please note this is a Prior Information Notice and tender documentation is not available yet.",02/04/2018,01/04/2020,15/12/2017,NO,,Yes,Yes,No,,30000000.0,30000000.0,,,,,,, ,
358,ESPO001-DN235535-55118530/2,Contract,ESPO,Awarded,2017-09-21T12:44:34Z,218_17 Contract Hire / Leasing of Specialist Vehicles,"The framework will be a multi-lot, multi-supplier agreement covering a wide array of specialist vehicles for hire or lease.  Established for nationally eligible customers. An eAuction process may be used to award subsequent call off contracts following the reopening of competition among the parties to the Framework Agreement.
 
Lot No: 1 - Contract hire of specialist vehicles.  The requirement is for contract hire of a range of specialist vehicles to facilitate the demands of customers nationwide who do not wish to outright purchase.
Sub Lot 1 - Commercial Vehicles (up to and including 7.5t GVM)
Sub Lot 2 - Commercial Vehicles (over 7.5t GVM)
Sub Lot 3 - Sweepers (up to and including 7.5t GVM)
Sub Lot 4 - Passenger Transport Vehicles (up to and including 32 sets)
Sub Lot 4 - Passenger Transport Vehicles (over 32 sets)

Lot No: 2 - Leasing of specialist vehicles.  The requirement is for the lease of a range of specialist vehicles to facilitate the demands of customers nationwide who do not wish to outright purchase.

As a Central Purchasing Body as defined by the EU Procurement Directive 2014/24/EU, the Framework Agreement is open for use by Public Bodies (defined https://www.espo.org/ESPO/media/Documents/FAQs/ESPO-s_powers_to_trade__website_-2016-12-22.pdf) that also fall into one of the following classifications of user throughout all administrative regions of the UK: Local Authorities; Educational Establishments (including Academies); Central Government Departments and Agencies; Police, Fire & Rescue and Coastguard Emergency Services; NHS and HSC Bodies, including Ambulance Services; Registered Charities; Registered Social Landlords; or any public body established by or under the Scotland Act 1998 or any Act of the Scottish Parliament. Details of the classification of end user establishments and geographical areas is available on: http://www.espo.org/About-us-%281%29/FAQs/Legal

The framework agreement has the option to extend for up to a further 24 months. The total estimated value stated includes the option period.
To tender: (a) Go to www.eastmidstenders.org, (b) Register (c) Search for tender opportunity '218_17' d) Express an interest (e) Download the tender from the website.

Please Note:  the closing date for submission of tenders is 12:00 noon, 24/07/2017",,,Any region,34114000 34120000 34140000 34921100 ,ESPO,tenders@espo.org,"Barnsdale Way, Grove Park",Enderby,Leicester,LE19 1ES,United Kingdom,,http://www.espo.org/,,http://www.eastmidstenders.org ,"To tender: (a) Go to www.eastmidstenders.org, (b) Register (c) Search for tender opportunity '218_17' d) Express an interest (e) Download the tender from the website.

Please Note:  the closing date for submission of tenders is 12:00 noon, 24/07/2017
",01/09/2017,31/08/2019,24/07/2017,YES,ESPO001-DN235535-55118530,Yes,Yes,No,Products,100000000.0,100000000.0,30/08/2017,100000000.0,"[Essential Fleet Services Limited|Jarvis House, 157 Sadler Road, Lincoln, LN6 3RS|||Yes|No][Riverside Truck Rental Ltd|Oasis Business Park, Parkside Place, WN8 9RD|||Yes|No][Munihire Limited|Brush House, Star Road, Partridge Green, West Sussex, RH13 8RA|||Yes|No][Limesquare Vehicle Rental Limited|PO Box 208, Weybridge, Surrey, KT13 0TU|||Yes|No][Enterprise Rent-A-Car UK Limited|Enterprise House,  Vicarage Road, Egham, Surrey, TW20 9FB|||No|No][London Hire Ltd|Burts Wharf, Crabtree Manorway North, Belvedere, Kent, DA17 6LJ|||Yes|No][URA Ventures Ltd T/A GKL Leasing|Centenary House, The Bridge Business Centre, Beresford Way, Chesterfield, S41 9FG|||Yes|No][LeasePlan UK Limited trading as Automotive Leasing|165 Bath Road, Slough, Berkshire, SL1 4AA|||No|No][C P Davidson & Sons Ltd|Lyons Lane, Chorley, PR7 3BL|||Yes|No][Aebi Schmidt UK Ltd|Southgate Way, Orton Southgate, Peterborough, PE2 6GP|||Yes|No][Hitachi Capital Vehicle Solutions|Hakuba House, White Horse Business Park, Trowbridge, BA14 0FL|||No|No][Stennetts Ltd|Farnfield Yard, Guildford Road, Cranleigh, GU6 8QZ|||Yes|No][Dawsonrentals Vans Ltd|Dawson Road, Mount Farm, Milton Keynes, MK1 1JN|||Yes|No][Dawsonrentals Bus and Coach Ltd|Rother Way, Bramley, Rotherham, S66 8QN|||Yes|No][SHB Hire Ltd|18 Premier Way, Romsey, SO51 9DQ|||No|No][Briggs Equipment UK Limited|Orbital 7, Orbital Way, Cannock, Staffordshire, WS11 8XW|||No|No][Econ Engineering Ltd|Boroughbridge Road, Ripon, North Yorkshire, HG4 1UE|||Yes|No][Dawsonrentals Sweepers|Municipal House, Armytage Road, Brighouse, HD6 1PT|||Yes|No][Specialist Fleet Services Limited|Ross Road, Weedon Road Industrial Estate, Northampton, NN5 5AX|||Yes|No][Hako Machines Limited|Eldon Close, Crick, Northampton, NN6 7UD|||Yes|No]",,01/09/2017,31/08/2019,Open ,
359,1859,Contract,HIGH SPEED TWO (HS2) LIMITED,Closed,2018-01-02T23:16:19Z,Health & Safety Passport System,"OVERVIEW:

Network Rail Infrastructure Limited (NR), Transport for London (TfL) and High Speed Two Ltd (HS2) (Contracting Entities jointly known as the ""Contracting Authority"") are putting in place a pan transport collaborative contract for themselves and other entities as identified in the Additional Information Section below (and any future successors to these organisations).

The procurement scope covers activities required in the development, integration, operation and service management of an industry Health & Safety Passport System to facilitate and continually improve use of real time competence of occupational health data from multiple sources to inform operational decision-making in a safety critical environment, including but not limited to controlling access or granting authority to work. The solution is expected to be continually developed, by the successful Tenderer.

As per Schedule 2.1 'Services Description' of the draft Contract in the Procurement Documents associated with this notice, the provision of an industry Health & Safety Passport System will include the following services:
(a) the Implementation Services;
(b) the System Integration Services;
(c) the Operational Services;
(d) the System Maintenance Services, and
(e) the System Invoicing Services

CONTRACT TERM:

The contract will be for a total of up to 120 months. The initial term of the contract will be 60 months plus a further option to extend through any number of extensions up to a total duration, including the initial term, of 120 months.

Please note: HS2 can only commit to the first 60 months at the time of this notice. Subject to further validation by HS2 of value for money in preparation for the end of the initial term HS2 may choose to remain a Contracting Entity or may choose to let an alternative contract opportunity at that time.

CONTRACT VALUE: £32M (GBP)

This includes the overall estimation for NR and TfL to extend up to a total 10 years and HS2 for the 5 years initial term. Please note HS2 may wish to extend to a 10 years term subject to the above, in which case an additional appropriate value will prevail.

In accordance with regulation 88 of the Utilities Contract Regulations 2016 'Modification of contracts during their term' the value stated above is subject to change through the following permitted modifications:

1. Increased cost of services due to system development and introduction of new functionality within the scope stated of this Notice;

2. Increasing user base of system associated with the Contracting Entities;

3. Additional demand generated by more Contracting Entities choosing to use the system and receive the services in accordance with this Notice.",,,Any region,30162000 30210000 39235000 48000000 51000000 72000000 80511000 ,Network Rail Infrastructure Ltd,Shirley.Hurley@networkrail.co.uk,1 Eversholt Street,,London,NW1 2DN,England,+44 7889737236,https://www.networkrail.co.uk,,https://networkrail.bravosolution.co.uk/web/login.html http://ted.europa.eu/udl?uri=TED:NOTICE:521040-2017:TEXT:EN:HTML&src=0 ,"CONTRACTING AUTHORITIES

The Contracting authority wishes to establish a Contract for use by the following entities (and any future successors to these organisations). The Contract will be awarded and let under the Utilities Contracts Regulations 2016.

The following entities and any of their successors, are permitted to use this Contract:

- High Speed 2 (HS2) Ltd;

- Transport for London;

- Network Rail Infrastructure Ltd.

Other parties who may join over the term of the Contract include but not limited to:

- Highways England;

- Department for Transport;

- Directly Operated Railways Ltd;

- Any corporation established, or a group of individuals appointed to act together, for the specific purpose of meeting needs in the general interest, not having an industrial or commercial character; and


(i) financed wholly or mainly by another entity listed above in this Notice;

(ii) subject to management supervision by another entity listed above in this Notice; or

(iii) more than half of the board of directors or members of which, or, in the case of a group of individuals, more than half of those individuals, are appointed by another entity listed above in this Notice;

(iv) an association of or formed by one or more of the Contracting Entity listed above in this Notice.

- Private Sector Entities may also use the Contract if the Contracting Entity is satisfied that:

a) such entity is receiving services directly, solely and exclusively in order to satisfy contractual obligations to 1 or more contract entity, all of which are entitled to use the Contract on their own account; and

b) it will pass the benefit of the Contract to such contract entity (-ies) directly, in full and on a purely 'pass-through' basis. 

Accordingly there must be no mark-up, management fee, service charge or any similar cost solely in relation to the services imposed on the relevant contract entity (-ies) who must be able to benefit from the terms of the Contract in a like manner and to the same extent as if using the Contract on its/their own account.",21/08/2018,20/08/2028,31/01/2018,NO,,Yes,No,No,Services,32000000.0,0.0,,,,,,,Other Negotiated procedure with prior call for competition,
